system;class;Bridge;Composite;ChainOfResponsibility;TemplateMethod;FactoryMethod;Prototype;cbo;wmc;dit;rfc;nom;loc;GC;RPB;FE;LM
jasperreports;net.sf.jasperreports.engine.query.JRAbstractQueryExecuter;0;0;1;1;0;0;14;41;1;38;23;278;0;0;1;0
jasperreports;net.sf.jasperreports.engine.query.JRHibernateQueryExecuterFactory;0;0;1;0;1;0;4;3;1;0;3;34;0;1;0;0
jasperreports;net.sf.jasperreports.engine.query.JRJdbcQueryExecuterFactory;0;0;1;0;1;0;4;4;1;16;3;47;0;1;0;0
jasperreports;net.sf.jasperreports.engine.query.JRJpaQueryExecuterFactory;0;0;1;0;1;0;4;3;1;0;3;25;0;1;0;0
jasperreports;net.sf.jasperreports.engine.query.JRSqlAbstractInClause;0;0;1;1;0;0;6;13;1;15;5;81;0;0;0;0
jasperreports;net.sf.jasperreports.engine.query.JRXPathQueryExecuterFactory;0;0;1;0;1;0;4;3;1;0;3;32;0;0;0;0
jasperreports;net.sf.jasperreports.engine.scriptlets.DefaultScriptletFactory;0;0;1;0;0;0;8;12;1;12;4;72;0;0;0;0
jasperreports;net.sf.jasperreports.engine.scriptlets.ScriptletFactoryContext;0;0;1;0;0;0;2;4;1;1;4;29;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.JEditorPaneMarkupProcessor.HtmlFactory;0;0;1;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.JEditorPaneMarkupProcessor.RtfFactory;0;0;1;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.JRApiWriterVisitor;0;0;1;0;0;0;126;496;1;712;160;2969;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.JRBoxUtil;0;0;1;0;0;0;5;21;1;39;5;146;0;0;1;0
jasperreports;net.sf.jasperreports.engine.util.JRColorUtil;0;0;1;0;0;0;1;9;1;10;3;44;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.JRDelegationVisitor;0;0;1;0;0;0;15;16;1;14;16;84;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.JRExpressionUtil;0;0;1;0;0;0;2;9;1;9;3;44;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.JRFontUtil;0;0;1;0;0;0;11;69;1;63;11;289;1;0;1;0
jasperreports;net.sf.jasperreports.engine.util.JRImageLoader;0;0;1;0;0;0;10;20;1;19;13;140;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.JRLoader;0;0;1;0;0;0;10;88;1;47;24;520;1;0;0;0
jasperreports;net.sf.jasperreports.engine.util.JRPenUtil;0;0;1;0;0;0;5;33;1;12;7;192;0;0;1;0
jasperreports;net.sf.jasperreports.engine.util.JRProperties;0;0;1;0;0;0;7;96;1;60;45;473;1;0;1;0
jasperreports;net.sf.jasperreports.engine.util.JRQueryExecuterUtils;0;0;1;0;0;0;5;4;1;6;2;28;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.JRQueryParser;0;0;1;0;0;0;5;49;1;27;7;239;1;0;1;0
jasperreports;net.sf.jasperreports.engine.util.JRReportUtils;0;0;1;0;0;0;5;6;1;5;2;36;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.JRStyledText;0;0;1;0;0;0;8;47;1;45;16;278;1;0;1;0
jasperreports;net.sf.jasperreports.engine.util.JRStyledText.Run;0;0;1;0;0;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.JRStyledTextParser;0;0;1;0;0;0;18;120;1;85;19;643;1;0;1;0
jasperreports;net.sf.jasperreports.engine.util.JRSwapFile;0;0;1;0;0;0;8;31;1;29;10;268;0;0;1;0
jasperreports;net.sf.jasperreports.engine.util.JRTextMeasurerUtil;0;0;1;0;1;0;8;8;1;6;5;50;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.JRVisitorSupport;0;0;1;0;0;0;15;14;1;0;14;61;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.JRXmlWriteHelper;0;0;1;0;0;0;9;107;1;63;52;525;1;0;1;0
jasperreports;net.sf.jasperreports.engine.util.JRXmlWriteHelper.Attribute;0;0;1;0;0;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.JRXmlWriteHelper.StackElement;0;0;1;0;0;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.Java15BigDecimalHandler;0;0;1;0;0;0;3;13;1;9;6;69;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.JdkGlyphFixTextMeasurerFactory;0;0;1;0;1;0;4;1;1;0;1;11;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.LegacyBorderOffsetUpdater;0;0;1;0;0;0;3;1;1;1;1;11;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.LineBoxWrapper;0;0;1;0;0;0;7;60;1;36;60;254;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.xml.JRXPathExecuterUtils;0;0;1;0;1;0;6;4;1;4;3;27;0;0;0;0
jasperreports;net.sf.jasperreports.engine.xml.ChartEvaluationGroupReference;0;0;1;0;0;0;4;4;1;2;4;24;0;0;0;0
jasperreports;net.sf.jasperreports.engine.xml.ElementReprintGroupReference;0;0;1;0;0;0;5;4;1;2;4;24;0;0;0;0
jasperreports;net.sf.jasperreports.engine.xml.ImageEvaluationGroupReference;0;0;1;0;0;0;4;4;1;2;4;24;0;0;0;0
jasperreports;net.sf.jasperreports.engine.xml.JRGenericPrintElementParameterFactory.Parameter;0;0;1;0;0;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.xml.JRGenericPrintElementParameterFactory.ParameterValue;0;0;1;0;0;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.xml.JRPrintImageSourceObject;0;0;1;0;0;0;4;5;1;6;3;42;0;0;0;0
jasperreports;net.sf.jasperreports.engine.xml.JRPrintXmlLoader;0;0;1;0;0;0;48;21;1;58;13;220;0;0;1;0
jasperreports;net.sf.jasperreports.engine.xml.JRReportSaxParserFactory;0;0;1;0;0;0;12;25;1;40;8;178;0;0;1;0
jasperreports;net.sf.jasperreports.engine.xml.JRXmlBaseWriter;0;0;1;1;0;0;8;17;1;62;9;116;0;0;1;0
jasperreports;net.sf.jasperreports.engine.xml.JRXmlConstants;0;0;1;0;0;0;48;102;1;45;46;1445;1;0;1;0
jasperreports;net.sf.jasperreports.engine.xml.JRXmlDigesterFactory;0;0;1;0;0;0;213;20;1;230;13;1013;0;0;1;0
jasperreports;net.sf.jasperreports.engine.xml.JRXmlLoader;0;0;1;0;0;0;26;63;1;57;23;367;1;0;1;0
jasperreports;net.sf.jasperreports.engine.xml.JRXmlTemplateDigesterFactory;0;0;1;0;0;0;10;10;1;7;8;93;0;0;1;0
jasperreports;net.sf.jasperreports.engine.xml.JRXmlTemplateLoader;0;0;1;0;0;0;8;12;1;11;6;103;0;0;0;0
jasperreports;net.sf.jasperreports.engine.xml.JRXmlTemplateWriter;0;0;1;1;0;0;8;25;2;24;13;154;0;1;1;0
jasperreports;net.sf.jasperreports.engine.xml.TextFieldEvaluationGroupReference;0;0;1;0;0;0;4;4;1;2;4;24;0;0;0;0
jasperreports;net.sf.jasperreports.engine.xml.XmlWriterVisitor;0;0;1;0;0;0;17;29;1;14;15;180;0;0;0;0
jasperreports;net.sf.jasperreports.extensions.DefaultExtensionsRegistry;0;0;1;0;0;0;13;20;1;33;7;152;0;0;1;0
jasperreports;net.sf.jasperreports.extensions.DefaultExtensionsRegistryFactory;0;0;1;0;0;0;3;1;1;0;1;43;0;0;0;0
jasperreports;net.sf.jasperreports.extensions.ExtensionsEnvironment;0;0;1;0;0;0;6;14;1;12;9;75;0;0;0;0
jasperreports;net.sf.jasperreports.extensions.SpringExtensionsRegistryFactory;0;0;1;0;0;0;13;5;1;6;2;47;0;0;0;0
jasperreports;net.sf.jasperreports.governors.GovernorExtensionsRegistryFactory;0;0;1;0;0;0;3;1;1;0;1;26;0;0;0;0
jasperreports;net.sf.jasperreports.governors.GovernorFactory;0;0;1;0;0;0;9;10;1;7;4;61;0;0;0;0
jasperreports;net.sf.jasperreports.governors.MaxPagesGovernor;0;0;1;1;0;0;5;3;3;2;2;29;0;0;0;0
jasperreports;net.sf.jasperreports.governors.TimeoutGovernor;0;0;1;1;0;0;5;4;3;3;3;33;0;0;0;0
jasperreports;net.sf.jasperreports.olap.JRMdxQueryExecuterFactory;0;0;1;0;1;0;11;8;1;8;4;56;0;0;0;0
jasperreports;net.sf.jasperreports.olap.JRMondrianDataSource;0;0;1;0;0;0;4;1;2;0;1;13;0;0;0;0
jasperreports;net.sf.jasperreports.olap.JRMondrianQueryExecuterFactory;0;0;1;0;1;0;4;3;1;0;3;25;0;0;0;0
jasperreports;net.sf.jasperreports.olap.JROlapDataSource;0;0;1;0;0;0;30;86;3;62;15;591;0;0;1;0
jasperreports;net.sf.jasperreports.olap.JROlapDataSource.DataFieldMatcher;0;0;1;0;1;0;-1;-1;-1;-1;-1;-1;0;0;1;0
jasperreports;net.sf.jasperreports.olap.JROlapDataSource.FieldMatcher;0;0;1;0;0;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.olap.JROlapDataSource.MemberFieldMatcher;0;0;1;0;0;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.olap.xmla.JRXmlaQueryExecuterFactory;0;0;1;0;1;0;4;3;1;0;3;33;0;1;0;0
jasperreports;net.sf.jasperreports.renderers.JRSimpleImageMapRenderer;0;0;1;0;1;0;3;4;3;2;4;31;0;0;0;0
jasperreports;net.sf.jasperreports.swing.JRViewerController;0;0;1;0;0;0;9;42;1;30;27;245;0;0;1;0
jasperreports;net.sf.jasperreports.swing.JRViewerPanel;0;0;1;0;0;0;24;140;13;151;40;1000;0;0;1;0
jasperreports;net.sf.jasperreports.swing.JRViewerToolbar;0;0;1;0;0;0;8;72;5;91;35;664;0;0;1;0
jasperreports;net.sf.jasperreports.view.JRDesignViewer;0;0;1;0;1;0;11;15;6;17;10;117;0;1;1;0
jasperreports;net.sf.jasperreports.view.JRViewer;0;0;1;0;0;0;27;217;13;202;74;1765;1;0;1;0
jasperreports;net.sf.jasperreports.engine.fill.JRParameterDefaultValuesEvaluator.ObjectFactory;0;0;1;1;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.query.JRJdbcQueryExecuter;0;0;1;1;1;0;14;80;2;90;14;453;1;1;1;0
jasperreports;net.sf.jasperreports.engine.xml.JRDatasetRunParameterExpressionFactory;0;0;1;0;0;0;10;3;2;12;1;40;0;0;0;0
jasperreports;net.sf.jasperreports.components.barcode4j.CodabarComponent;0;0;1;0;0;0;2;3;2;3;3;23;0;0;0;0
jasperreports;net.sf.jasperreports.components.barcode4j.Code128Component;0;0;1;0;0;0;2;1;2;1;1;10;0;0;0;0
jasperreports;net.sf.jasperreports.components.barcode4j.Code39Component;0;0;1;0;0;0;4;15;2;5;14;87;0;1;0;0
jasperreports;net.sf.jasperreports.components.barcode4j.DataMatrixComponent;0;0;1;0;0;0;4;5;2;5;4;28;0;0;0;0
jasperreports;net.sf.jasperreports.components.barcode4j.EAN128Component;0;0;1;0;0;0;5;5;3;5;4;28;0;0;0;0
jasperreports;net.sf.jasperreports.components.barcode4j.EAN13Component;0;0;1;0;0;0;4;5;2;5;4;27;0;0;0;0
jasperreports;net.sf.jasperreports.components.barcode4j.EAN8Component;0;0;1;0;0;0;4;5;2;5;4;27;0;0;0;0
jasperreports;net.sf.jasperreports.components.barcode4j.FourStateBarcodeComponent;0;0;1;0;0;0;3;10;2;4;9;63;0;0;0;0
jasperreports;net.sf.jasperreports.components.barcode4j.Interleaved2Of5Component;0;0;1;0;0;0;4;9;2;5;8;51;0;0;0;0
jasperreports;net.sf.jasperreports.components.barcode4j.PDF417Component;0;0;1;0;0;0;2;13;2;3;13;88;0;0;0;0
jasperreports;net.sf.jasperreports.components.barcode4j.POSTNETComponent;0;0;1;0;0;0;2;11;2;3;11;75;0;0;0;0
jasperreports;net.sf.jasperreports.components.barcode4j.RoyalMailCustomerComponent;0;0;1;0;0;0;2;1;3;1;1;10;0;0;0;0
jasperreports;net.sf.jasperreports.components.barcode4j.UPCAComponent;0;0;1;0;0;0;4;5;2;5;4;27;0;0;0;0
jasperreports;net.sf.jasperreports.components.barcode4j.UPCEComponent;0;0;1;0;0;0;4;5;2;5;4;27;0;0;0;0
jasperreports;net.sf.jasperreports.components.barcode4j.USPSIntelligentMailComponent;0;0;1;0;0;0;2;1;3;1;1;10;0;0;0;0
jasperreports;net.sf.jasperreports.engine.design.JRDesignElementDataset;0;0;1;1;0;0;11;13;2;6;12;90;0;1;0;0
jasperreports;net.sf.jasperreports.engine.data.JRCsvDataSource;0;0;1;0;0;0;6;85;1;44;22;391;1;0;0;1
jasperreports;net.sf.jasperreports.engine.data.JRMapArrayDataSource;0;0;1;0;0;0;3;10;1;2;7;48;0;0;0;0
jasperreports;net.sf.jasperreports.engine.data.JRMapCollectionDataSource;0;0;1;0;0;0;3;13;1;6;7;61;0;0;0;0
jasperreports;net.sf.jasperreports.engine.data.JRTableModelDataSource;0;0;1;0;0;0;3;9;1;12;4;53;0;0;0;0
jasperreports;net.sf.jasperreports.engine.util.DelegatePropertiesHolder;0;0;1;0;0;0;2;8;1;3;4;31;0;0;0;0
jasperreports;net.sf.jasperreports.engine.JRPropertiesMap;0;0;1;0;0;0;4;46;1;39;22;228;1;0;0;0
jasperreports;net.sf.jasperreports.engine.export.JRXml4SwfExporter;0;0;1;0;1;0;1;2;3;0;2;15;0;0;0;0
jasperreports;net.sf.jasperreports.engine.export.JRXmlExporter;0;0;1;0;0;0;53;118;3;244;31;863;0;1;1;1
jasperreports;net.sf.jasperreports.engine.xml.JRPropertyDigesterRule;0;0;1;0;0;0;4;1;2;4;1;14;0;0;0;0
jasperreports;net.sf.jasperreports.engine.export.JExcelApiExporterNature;0;0;1;0;0;0;2;2;2;0;2;12;0;1;0;0
jasperreports;net.sf.jasperreports.engine.export.JRXlsExporterNature;0;0;1;0;0;0;2;2;2;0;2;12;0;1;0;0
jasperreports;net.sf.jasperreports.engine.export.oasis.JROdsExporterNature;0;0;1;0;0;0;3;4;2;0;4;21;0;1;0;0
jasperreports;net.sf.jasperreports.engine.export.oasis.JROdtExporterNature;0;0;1;0;0;0;2;2;2;0;2;12;0;1;0;0
jasperreports;net.sf.jasperreports.engine.export.ooxml.JRXlsxExporterNature;0;0;1;0;0;0;3;3;2;0;3;18;0;1;0;0
jasperreports;net.sf.jasperreports.engine.export.JRRtfExporter;0;0;1;0;0;0;43;192;3;165;35;1235;1;1;1;1
jasperreports;net.sf.jasperreports.engine.export.JRXhtmlExporter;0;0;1;0;0;0;58;255;3;189;42;1671;1;1;1;1
jasperreports;net.sf.jasperreports.engine.export.ooxml.JRPptxExporter;0;0;1;0;0;0;54;173;3;155;24;1186;1;1;1;1
jasperreports;net.sf.jasperreports.engine.fill.JRHorizontalFiller;0;0;1;1;1;0;23;298;2;128;43;1553;1;1;1;1
jasperreports;net.sf.jasperreports.engine.fill.JRVerticalFiller;0;0;1;1;1;0;23;298;2;131;43;1538;1;1;1;0
jasperreports;net.sf.jasperreports.charts.ChartThemeBundle;0;0;0;0;1;0;1;2;1;0;2;6;0;0;0;0
jasperreports;net.sf.jasperreports.engine.fill.DefaultChartTheme.1.getChartTheme;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.ChartTheme;0;0;0;0;1;0;2;1;1;0;1;7;0;0;0;0
jasperreports;net.sf.jasperreports.charts.util.ChartRendererFactory;0;0;0;0;1;0;3;1;1;0;1;14;0;0;0;0
jasperreports;net.sf.jasperreports.charts.util.DrawChartRendererFactory.getRenderer;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.JRRenderable;0;0;0;0;1;0;1;6;1;0;6;25;0;0;0;0
jasperreports;net.sf.jasperreports.components.barcode4j.BarcodeImageProducer;0;0;0;0;1;0;3;1;1;0;1;13;0;0;0;0
jasperreports;net.sf.jasperreports.components.barcode4j.BarcodeRasterizedImageProducer.createImage;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getConditionalStyle;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getExpression;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.JRExpression;0;0;0;0;1;0;2;5;1;1;5;21;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseHyperlink.copyHyperlinkParameters;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.JRHyperlinkParameter;0;0;0;0;1;0;2;2;1;0;2;6;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getAreaPlot;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRAreaPlot;0;0;0;0;1;0;4;6;1;0;6;12;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getBar3DPlot;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRBar3DPlot;0;0;0;0;1;0;5;19;1;0;19;24;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getBarPlot;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRBarPlot;0;0;0;0;1;0;5;19;1;0;19;25;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getBubblePlot;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRBubblePlot;0;0;0;0;1;0;5;12;1;0;12;19;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getCandlestickPlot;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRCandlestickPlot;0;0;0;0;1;0;4;8;1;0;8;14;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getCategoryDataset;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRCategoryDataset;0;0;0;0;1;0;2;1;1;0;1;6;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getCategorySeries;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getChartAxis;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getCrosstabCell;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getGanttDataset;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRGanttDataset;0;0;0;0;1;0;2;1;1;0;1;5;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getGanttSeries;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getGenericElementParameter;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.JRGenericElementParameter;0;0;0;0;1;0;1;3;1;0;3;7;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getHighLowDataset;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRHighLowDataset;0;0;0;0;1;0;3;8;1;0;8;15;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getHighLowPlot;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRHighLowPlot;0;0;0;0;1;0;4;10;1;0;10;16;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getHyperlink;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.JRHyperlink;0;0;0;0;1;0;4;10;1;0;10;29;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getHyperlinkParameter;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getLinePlot;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRLinePlot;0;0;0;0;1;0;4;14;1;0;14;20;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getMeterPlot;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRMeterPlot;0;0;0;0;1;0;5;15;1;0;15;28;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getMultiAxisPlot;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRMultiAxisPlot;0;0;0;0;1;0;1;1;1;0;1;7;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getPie3DPlot;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRPie3DPlot;0;0;0;0;1;0;2;7;1;0;7;13;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getPieDataset;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRPieDataset;0;0;0;0;1;0;4;12;1;0;12;19;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getPiePlot;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRPiePlot;0;0;0;0;1;0;2;5;1;0;5;10;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getPieSeries;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getPropertyExpression;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.JRPropertyExpression;0;0;0;0;1;0;1;3;1;0;3;7;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getReportFont;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getReportTemplate;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getScatterPlot;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRScatterPlot;0;0;0;0;1;0;4;14;1;0;14;20;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getStyle;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getThermometerPlot;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRThermometerPlot;0;0;0;0;1;0;4;10;1;0;10;21;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getTimePeriodDataset;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRTimePeriodDataset;0;0;0;0;1;0;2;1;1;0;1;5;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getTimePeriodSeries;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getTimeSeries;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getTimeSeriesDataset;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRTimeSeriesDataset;0;0;0;0;1;0;2;3;1;0;3;7;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getTimeSeriesPlot;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRTimeSeriesPlot;0;0;0;0;1;0;4;10;1;0;10;16;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getValueDataset;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRValueDataset;0;0;0;0;1;0;2;1;1;0;1;7;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getXyDataset;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRXyDataset;0;0;0;0;1;0;2;1;1;0;1;6;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getXySeries;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getXyzDataset;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.charts.JRXyzDataset;0;0;0;0;1;0;2;1;1;0;1;5;0;0;0;0
jasperreports;net.sf.jasperreports.engine.base.JRBaseObjectFactory.getXyzSeries;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.component.ComponentCompiler;0;0;0;0;1;0;4;3;1;0;3;10;0;0;0;0
jasperreports;net.sf.jasperreports.components.barbecue.BarbecueCompiler.toCompiledComponent;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.component.Component;0;0;0;0;1;0;0;0;1;0;0;6;0;0;0;0
jasperreports;net.sf.jasperreports.engine.component.ComponentDesignConverter;0;0;0;0;1;0;3;1;1;0;1;9;0;0;0;0
jasperreports;net.sf.jasperreports.components.barbecue.BarbecueDesignConverter.convert;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
jasperreports;net.sf.jasperreports.engine.JRPrintElement;0;0;0;0;1;0;4;11;1;0;11;15;0;0;0;0
jasperreports;net.sf.jasperreports.engine.component.ComponentFillFactory;0;0;0;0;1;0;4;2;1;0;2;8;0;0;0;0
jasperreports;net.sf.jasperreports.components.barbecue.BarbecueFillFactory.cloneFillComponent;0;0;0;0;1;0;-1;-1;-1;-1;-1;-1;0;0;0;0
